name,ndex,category,bio,type1,type2,predicted_type1,predicted_type2,match_score,binary_match_score,raw_output,input_tokens,output_tokens,total_tokens
Incineroar,727,Heel,"[NAME] is a humanoid feline Pokemon with a muscular build. It has a short snout with a small red nose, bright green eyes with yellow sclerae, and tiny, pointed ears. Large tufts of red fur extend from its cheeks, and much of its face is also red. The upper half of its muzzle and the top and back of its head are black. A thin red stripe runs vertically along its head to its snout, where it splits into a V-shape over its eyes. Its torso is gray with several black stripes and seems to resemble a wrestler's tank top; the front and back both have a single vertical stripe up the center, crossed by two horizontal lines. Around [NAME]'s waist is a belt formed from flames that somewhat resembles a championship wrestling belt. In the front center is a small, yellow flame shape. The arms, legs, and tail are all red with black stripes forming bands around them. The arms have three stripes, spiky tufts of black fur over the shoulders, and large five-fingered hands with white claws and a single light red pad on the palm. Its legs have only two stripes and simple three-toed paws, and the tail has one stripe and a tuft of spiky black fur around the tip.

[NAME]'s flame belt is produced from within its body and bursts from its navel and waist as its fighting spirit rises. In addition to spewing fire from its navel, it uses ferocious kicks and punches. [NAME] is an expert on no-holds-barred battles. The flames from its navel can reach a temperature of up to 3,600 degrees Fahrenheit. This Pokemon disregards the safety of its opponents and on-lookers, sometimes striking the opposing Trainer with attacks. [NAME] usually attacks first by unleashing both ferocious punches and flinging furious kick combos and then finishing the opponent by spewing fire from its navel. It is a violent Pokemon with rough, aggressive, and egotistical behavior. It will sometimes ignore its Trainer's orders when it is not in the mood to listen. Despite this, it finds fighting unworthy opponents boring and gets motivated to fight a challenging one. Weak or injured opponents also cause them to lose the desire to fight, which others sometimes use to their advantage. 

It also values the attention of the crowd as [NAME]'s spirit goes up while the crowd is excited or falters when the crowd is bored. When [NAME]'s fighting spirit rises, so does the temperature around its navel waist. While it tends to act like a heel, [NAME] is very happy internally when receiving the admiration of children or young Pokemon. It is also willing to help out children and small Pokemon, further showing its hidden soft side.

In Generation VII, Darkest Lariat was its signature move.

[NAME] is the only known Pokemon capable of using the Z-Move Malicious Moonsault.",Fire,Dark,Fire,Dark,1.0,1,"[""Fire"", ""Dark""]",864,12,876
Tapu Lele,786,Land Spirit,"[NAME] is a vaguely butterfly-like Legendary Pokemon. [NAME] has a black upper body and head with a few small white markings. Its eyes are blue with a pink line through the middle of each iris. Below each eye is a curved white line and above each is a curved pink line separated into three segments. On its upper body is another, thicker curved white line. Its thin arms have digitless hands and puffy pink bracelets on each wrist. On top of its head is a mass of dark pink, tentacle-like hair. Two longer strands of hair frame its face. Encasing its dark pink lower body and on top of its head is a shell resembling an insect.

[NAME]'s shell is primarily light pink. The portion on top of its head is conical with a white diamond marking in the center and a white half-diamond marking below that. Both diamond shapes are framed in black. The shell around its lower body mirrors these diamond markings and has an additional half-diamond on the back. On each side is a hexagon marking consisting of five dark pink triangles and one light pink triangle all outlined in black. These resemble the compound eyes of many insects. There are also projections on the back of the shell that resemble butterfly wings and a small black bump on the bottom similar to a curled proboscis. When closed, the shell resembles a bug's head with small wings. [NAME]'s strength is derived from the vital energy stored within its shell.

The people of Akala Island worship [NAME] as their guardian deity. It is known to scatter glowing scales, which affect others by stimulating and healing their bodies; however, these scales are also dangerous if too many are touched at once. [NAME] is sometimes described as cruel for the way it weakens others as it scatters its scales for its own amusement. This indifferent disposition has earned [NAME] the moniker ""nature incarnate"". An old legend recounts that [NAME] ended a war between Alola's islands by healing the tired warriors with its scales, but some accounts point to a more disturbing truth behind this story. If [NAME] finds itself at a disadvantage during battle, it focuses on avoiding an outright loss rather than seeking a decisive victory. It is said to gain energy from the scent of flowers. [NAME] is known to defend its home from the Ultra Beasts. As seen in ''Revealing the Stuff of Legend!'', [NAME] and the other tapu can transform a Z-Ring into a Z-Power Ring.

[NAME] and the other guardian deities are the only known Pokemon capable of learning the move Nature's Madness. They are also the only known Pokemon capable of using the Z-Move Guardian of Alola.",Psychic,Fairy,Psychic,Fairy,1.0,1,"[""Psychic"", ""Fairy""]",822,78,900
Silvally,773,Synthetic,"[NAME] is a quadrupedal, chimeric Pokemon with traits from a variety of creatures, with an appearance nearly identical to its pre-Evolution, Type: Null. It has a mammalian head with mechanical parts. Covering most of its head and neck is a thick, silver mane that extends down over its chest. Its blunt snout is metallic on the bridge of its nose and upper jaw. [NAME] has a triangular black nose framed by three red lines, pointed ears with bright pink and black insides, one visible fang on each side of its lower jaw, and a slight overbite. Its eyes are bright silver, have no visible pupils, and appear to be surrounded by an empty, black space. On each side of its head is a circular, metallic drive, with a white circle crossed by a metal line. On top of its head is a large, axe-like fur or feather crest. The tip of the crest has a hooked, metallic piece, while the back has three white feathers. [NAME]'s lower body is mostly covered in short, black fur. The lower half of each front leg is insectoid and green with spikes along the back, while the rear legs have thick purple scales on the flanks, shins, and the top of the foot. All four of its feet have three toes, but in the front two toes face forward and one backward. Additionally, the hind paws have a short, gray claw on the back of the ankle. Its fishlike tail consists of two dark blue spines with a white fin stretched between them. The top spine has a line of short, gray spikes.
Once Type: Null finds a trusted partner and forms a powerful bond with them, it gains the strength and willpower needed to destroy its control mask and finally evolve into its original form, [NAME]. After its Evolution, it reactivates its RKS System, gaining the ability to change its type through the Memories created by the Aether Foundation; this ability was based on the powers of a certain Pokemon depicted in myths. Additionally, [NAME]'s speed and senses are increased due to Evolution. It was created as part of the beast killer project as an ""Anti-UB Fighting life-form"", however, the project was deemed a failure and a control helmet was built to seal away its power, turning it into Type: Null. It reverts back to its natural, wild temperament, but it is still extremely loyal to its Trainer, and it will even risk its own life in its partner's defense. Gladion was the one who coined [NAME]’s name, but when it was created, it was named as ""Type: Full"" due to its ability to change between all types. Being created to hunt down Ultra Beasts, as seen in SM and Pokemon Adventures, [NAME] can feel the appearance of Ultra Beasts and the opening of Ultra Wormholes. 

[NAME] is the only known Pokemon capable of learning the move Multi-Attack. Additionally, [NAME] is the only known Pokemon that can have RKS System as an Ability.",Normal,,Normal,,1.0,0,"[""Normal""]",894,9,903
Palkia,484,Spatial,"[NAME] is a light-purple, theropod-like Pokemon with stripes and markings of a darker shade and gray underarms and waist. It has round purple-striped plates on its shoulder area, where two pink pearl-like crystals lie encrusted with a gray rim encircling them, and fin-like wings on its back. [NAME]'s arms have extended formations resembling gauntlets and a purple band around each wrist. [NAME] has a long neck that is normally bent, a pointed white crest on the top of its head that extends to its wings, two strong horn-like tusks on the sides of its jaw, and a powerful tail. It has faint cracks along its legs and tail.

According to the myths and legends of the Hisui/Sinnoh region, in the beginning of existence, the Mythical Pokemon Arceus created eggs in which the Pokemon of space–[NAME], the Pokemon of time–Dialga, and the Pokemon of antimatter–Giratina, hatched from, all three in their Origin Formes. After the Pokemon universe was created, [NAME] retreated into its own dimension, where it has lived ever since. It was revered and feared as a deity in the past, being worshipped by the Pearl Clan, who mistook it for Arceus and referred to it as ""almighty Sinnoh"". [NAME] is capable of speaking human language via telepathy, as seen when it communicates through the leader of the Pearl Clan, Irida. [NAME] and Dialga may be also thrown into a frenzy by powerful space-time rifts created by Giratina. Both can also control and spread the space-time distortions from Giratina's rift, which create alpha Pokemon and cause noble Pokemon to become frenzied through lightning bolts that come out of these distortions.

[NAME] has power over space: it can warp space and travel to faraway places as well as alternate dimensions and parallel timelines. Additionally, it is capable of rending its targets along with the space around it. It even has the power to destroy and create an entire universe, either by itself or with Dialga's aid. As seen in JN, [NAME] can open and close dimensional portals to alternate universes. It is said that the birth of [NAME] was what caused the walls of the world to disappear, creating a sky that spans for infinity. It is also stated that space becomes more stable with its every breath. [NAME] usually travels by levitating. Since [NAME] primarily resides in a different dimension, its behavior is nearly impossible to study. The dimension [NAME] lives in is said to be in shreds like ribbons. In the anime,  it has been shown to be very protective of its home, and as a result, tends to have violent conflicts with Dialga when their dimensions intersect. [NAME] is capable of travelling by creating a large yellow sphere from its two pearls, then using it to fly very fast, as seen in Pokemon Mystery Dungeon. 

[NAME] is the only known Pokemon capable of learning the move Spacial Rend.",Water,Dragon,Water,Dragon,1.0,1,"[""Water"",""Dragon""]",898,11,909
Spiritomb,442,Forbidden,"[NAME] is a ghostly purple Pokemon attached to a stone. Although lacking a physical body, [NAME] projects its appearance out of a small rock called the Odd Keystone. The rock is trapezoidal in shape and has two small dots. There is a fissure running down the middle, splitting in two near the bottom. The crack in combination with the two dots appears to form a frowning face. [NAME]'s projected appearance is an ethereal composition of swirling purple energy of an unknown kind. Its face is set in the middle of the purple, and contains green, crescent eyes that are connected to its jagged mouth. Its pupils are composed of a spiral and it is sometimes only seen with one. Swirling around its face are green orbs with yellow centers.

[NAME] is formed by a collection of 108 spirits, some of which are ill-natured. This collection of spirits is known for its misdeeds; thus, as punishment, the spirits were trapped to its Odd Keystone by a traveler using a mysterious spell. Several Pokedex entries state that [NAME] was sealed roughly 500 years before the present time. The Pokemon lays curses with its wicked thoughts. It will lash out at anyone with little thought, often exercising short-sightedness in its pursuit of vengeance. It is rarely encountered in the wild. In most media, [NAME] moves its body primarily through levitation; though in the core series games, it can only appear to do so through dragging the Odd Keystone across the ground.

Papers found within Sea Mauville in Omega Ruby and Alpha Sapphire state that it was donated from the Oreburgh Mine, suggesting that several Odd Keystones meant to contain [NAME] can be found in the Underground of Sinnoh. Professor Cozmo's father, Raizoh, was responsible for misplacing it when working on the ship.''""The file folder holds a stack of ragged papers.<br> Official Statem— of Apolog— <br> I, —izo— Co—mo, am respon— for the los— of the Odd Keystone dona—d...by the Oreb—gh Mine...""''

In Pokemon Legends: Arceus, [NAME]'s 108 spirits appear in the form of Wisps, small purple entities scattered across the Hisui region after a seal was broken. When 107 Wisps have been taken to a large Odd Keystone shrine at the Crimson Mirelands' Shrouded Ruins as per Vessa's request, she will provide the player with the final Wisp and disappear, with a wild [NAME] appearing shortly afterwards.

As depicted in ''The Keystone Pops!'', [NAME] can be just as aggressive and destructive as the spirits that it is composed of. ''The Spectral Express!'' also revealed that anyone possessed by one of [NAME]'s spirits will start to cause misdeeds, and their face will eventually start to resemble [NAME]. Losing one of these spirits will cause [NAME] to go on an uncontrollable rampage until the lost spirit is returned.",Ghost,Dark,Ghost,Dark,1.0,1,"[""Ghost"", ""Dark""]",891,76,967
Mimikyu,778,Disguise,"[NAME] is a small Pokemon whose body is almost entirely hidden under an old rag. Its small size makes it one of the shortest Ghost types. Its eyes are beady black through the holes in the body of its disguise however, as seen in the animated series, its eyes are actually purple. Fringe of an amorphous foot or lower body is visible under the hem as well. Occasionally, it will also extend a long, black claw-like appendage from under its rag. When angered, its eyes will glow yellow. The veil itself resembles a Pikachu. The cloth is yellow with black-tipped ears. The Pikachu face appears to be drawn with crayons, consisting of black eyes, red cheeks, and a squiggly black mouth. The rag's head is hollow and can be used to store objects. [NAME] also carries a small stick resembling a lightning bolt to create a tail for its costume. When its disguise is damaged, the costume's head droops limply backward, revealing [NAME]'s ruse. Larger rips in the costume are accompanied by shadowy vapors pouring out from whatever is hidden within.

A lonely Pokemon, [NAME] is always covered by its disguise. It is unknown what [NAME]'s true appearance looks like. However, glimpses of it are seen, such as its claw, its underside, and its eyes. Since this Pokemon is weakened by sunlight, it is rumored that the veil is used for protection. It is believed that seeing its true form will cause a mysterious illness or even a painful death. Because of this, [NAME] will become agitated and violently stop anyone from attempting to look underneath its rag. 

[NAME]'s disguise is modeled after Pikachu because of the popularity of Pikachu-styled merchandise, thinking that its disguise would allow it to make friends with people. It uses the disguise to bond more with humans and other Pokemon. Unfortunately, this attempt makes its disguise look more creepy. Until recent times, [NAME] was initially thought by humans to be just a ghost wearing a cloth. As mentioned in Pokemon Sleep, [NAME] mimics Pikachu to the point it even sleeps similar to it. Its relationship to Pikachu can vary between individuals and canons, with some being antagonistic, as seen in SM, or can be friendly, as shown in the short, ''A [NAME] Bedtime Story''.

A special [NAME] in Alola acts as the Totem Pokemon for Acerola's trial in an abandoned Thrifty Megamart. This [NAME] possesses Z-Power, an energy that originates from Ultra Wormholes and takes the form of a golden, flaring aura. The reward for defeating Totem [NAME] and completing the trial is a Ghostium Z.

[NAME] is the only known Pokemon capable of using the Z-Move Let's Snuggle Forever. It is also the only known Pokemon that can have Disguise as its Ability.

[NAME]'s Pokedex data records its height without its disguise. Its height with its disguise in Disguised Form is similar to Pikachu.
",Ghost,Fairy,Ghost,Fairy,1.0,1,"[""Ghost"",""Fairy""]",898,12,910
Shellos,422,Sea Slug,"[NAME] is a sea slug-like Pokemon whose appearance changes depending on which part of the sea it is found in. Both forms have amorphous, slug-like bodies, black oval-shaped eyes with yellow outlines, minuscule, dot-shaped noses, and wide yellow lips. Like real-world sea slugs, they have mantles covering the top halves of their bodies. These mantles are outlined in yellow, similar to their eyes. Unlike real sea slugs, however, they have bulbous heads and four small feet rather than one large foot.

The West Sea form's underside is white, and its mantle is pink, with several small spike-like protrusions on its back. On its head is a ring of pink, fleshy knobs resembling the gills of a nudibranch. West Sea [NAME]' appearance is theorized to have been influenced by warm ocean waters.

The East Sea form, meanwhile, sports a green underside and a turquoise mantle. Two yellow-lined, flap-like protrusions, resembling cerata, are present along its back. On its head are two white-tipped tentacles resembling rhinophores that extend away from its face. East Sea [NAME]'s appearance is theorized to have been influenced by cold ocean waters.

[NAME] lives along seashores; its color becomes more vibrant the better quality of the waters it lives in. It is also believed that [NAME]'s diet, which consists of plankton, also influences its form, though this has yet to be proven. The physical differences between both forms appear largely cosmetic; no significant changes in capabilities have been observed. While it can travel onto land, it can only stay on the shore for a limited time before its skin dries out. When [NAME]' squishy body is pressed or squeezed, or when [NAME] senses imminent danger, a mysterious purple fluid — theorized to be a kind of stress-induced greasy sweat — will ooze out of its body. This fluid is its defense mechanism against enemies; although harmless, it is very sticky and hard to wash off. [NAME] has a friendly disposition and is said to have great regenerative capabilities. In the animated series, West Sea [NAME] can extend their necks to incredible lengths. It is unknown if the East Sea form can do this as well.

This species once had a shell on its back long ago and is considered a close relative to Pokemon such as Shellder. The Nurse Joy featured in ''Gateway to Ruin!'' revealed Mount Coronet's formation led to an allopatric speciation event, in which the original population of [NAME] was separated into two. As a result, [NAME]'s color and other physical aspects began to vary due to environmental differences and population isolation over time. The two forms are still able to interbreed; the child normally takes the mother's form but takes the father's if bred with a Ditto. Recently, East Sea [NAME]' population has been declining, while West Sea [NAME] has become more abundant than before.",Water,,Water,,1.0,0,"[""Water""]",877,73,950
Kyurem,646,Boundary,"[NAME] is a gray and blue, bipedal Pokemon of indefinable but seemingly draconic basis. [NAME] has a blue head and snout and has yellow eyes without pupils, a pair of pointed light bluish horns on its head, and a yellow crest on its skull that is bioluminescent. Three pointed teeth jut out the bottom of either side of its jaws, which are frozen shut by the ice covering its head. Its long, gray neck has lines running around its whole body, legs, arms, and tail. It has two arms, each with two claws, and each arm is joined by its oddly-shaped, blue ice wings. Each wing has two spikes which are bioluminescent. If its wings are broken, gray tendril-like appendages are revealed on [NAME]'s back. The right side of its body seems to be damaged in some way, as the wing and horn on its head on that side are shorter; the right side of its head also has a spiked edge near its jaw hinge that is absent from its left. Its legs are somewhat slender and have three sharp ice-like claws on each enormous foot. Its tail has three blue conical spikes on its tip, and appears to be some sort of propulsion device or a container of energy; exactly what it is based on is unclear, but it may be a damaged turbine.

[NAME] generates powerful, freezing energy inside itself, but its body becomes frozen when the energy leaks out. It appears that this Pokemon uses its ice powers to freeze its own body in order to stabilize its cellular structure. It is said to have a power that exceeds that of Reshiram and Zekrom, however, this power is kept at bay by the extreme cold. [NAME] can use its tendril-like appendages to transform Reshiram and Zekrom back into their respective Dragon Stones and even absofuse with them while they're in that state. In Pokemon Adventures, similarly to Reshiram and Zekrom, [NAME] is somehow capable of flying even with its frozen wings. According to the Village of Dragons's Elder in ''[NAME] VS. The Sword of Justice'', [NAME] is considered one of the strongest Dragon Pokemon in the world. [NAME] is powerful enough to cover Opelucid City and even the entire Unova region in ice. [NAME] loves [NAME] Treats made by Snacksworth, who once encountered it in the past.

According to an old legend in Lacunosa Town, [NAME] is an extraterrestrial Pokemon that crashlanded on the planet inside either an icy meteor or a Dragon Stone, creating the Giant Chasm. This same legend describes [NAME] as hostile towards Pokemon and humans, due to the fact it supposedly devoured them if they were found outside of Lacunosa Town during the night. However, according to another old legend told by Drayden, [NAME] was created by the leftovers of the single powerful Dragon Pokemon owned by the twin heroes of Unova after it split up into Reshiram and Zekrom. Its true origin is unknown.

[NAME] is the only known Pokemon capable of learning the move Glaciate by leveling up.",Dragon,Ice,Ice,Dragon,0.5,0,"[""Ice"", ""Dragon""]",923,76,999
Darkrai,491,Pitch-Black,"[NAME] is a black, shadow-like Pokemon. It has a small head with a white fog-like ghostly plume billowing from its head covering one of its bright blue eyes, with the portion on its face resembling hair. It also has a red spiky growth around its neck. It has skinny arms and long black tatters hanging from its shoulders. It also has black, claw-like hands. It has the slight appearance of an hourglass figure and appears to be wearing an old, ripped cloak. It normally does not have any sort of legs, but it is able to extend stilt-like appendages in their place. In self-defense, [NAME] can retract its head and white ""plume"" into the pit atop its torso fringed by the aforementioned red growth.

[NAME] is known to ""inhabit"" dreams and causes the target to have unending nightmares, which can be stopped if exposed to a Lunar Feather from Cresselia. However, the ""unleashing of nightmares"" is actually a defense mechanism, instead of an intentionally malicious act. [NAME] is capable of flying at high speeds, and it can become a shadow in order to escape danger or contact with humans. It is also capable of some human speech, and can manifest dark energy for offensive purposes. However, in ''The Rise of [NAME]'', it was shown that its power was weaker than that of Dialga and Palkia. Its relationship to its counterpart, Cresselia, can vary between individuals and canons, with some being antagonistic, as seen ''Sleepless In Pre-Battle!'' and Pokemon Mystery Dungeon: Explorers of Time, Darkness, and Sky, or cooperative, as seen in ''Nightfall? Nightmares!'' and ''A Midsummer Night's Light!''. As seen in ''Sleepless In Pre-Battle!'', [NAME] does not only cause nightmares; it is also attracted to them. It can also go around objects it is attracted to several times, as seen in the mentioned episode and Pokemon Ranger: Shadows of Almia. Shadows of Almia also reveal [NAME] can use an ability called ''Dark Power'' to either trap humans or Pokemon in a ''Dark Void'' dimension of total darkness or teleport them to another location. 

[NAME] is said to be active on nights of the new moon. [NAME] possibly feeds off dreams, characterized by its association with never-ending nightmares. As mentioned in the Sleep Style Dex, [NAME] has attempted to use Dark Void while it is asleep. It is theorized that [NAME] performs this move because it cannot contain its overflowing power. [NAME]  has three different sleep styles it sleeps in: ''Floaty Arms-Crossed Sleep'', ''Floaty-Stance Sleep'', and ''Dark Void Sleep''. [NAME] can be lured through a combination of Event Drowsy Power and Cresselia. The Eureka Seed can bring out the full power of [NAME]. [NAME] has been observed slumbering during the day of New Moon.

[NAME] is the only known Pokemon capable of learning and using the move Dark Void. It is also the only known Pokemon that can have Bad Dreams as an Ability.",Dark,,Dark,,1.0,0,"[""Dark""]",922,9,931
Minior,774,Meteor,"[NAME] is a spherical Pokemon with two forms: one form with a rocky outer coating and the other with its core exposed. When it sheds its rocky coating, its exposed core form is both the lightest Rock and Flying Pokemon. Both of its forms tie with Carbink and Dwebble as the shortest Rock.

In its Meteor Form, [NAME] resembles a modestly sized rock. Its rocky exterior is formed by four large plates separated by two large cracks. The cracks encircle its body both horizontally and vertically. Five white spikes extend just above the rocky surface, giving it a star shape. Two large, black spots on its front resemble eyes, and there is a third spot in the center of its back. Rings of dark brown triangles surround the holes its spikes protrude from and the spot on its back, pointing outward. One of the triangles surrounding the spot on its back is replaced with a small, brown dot. The eyespots have a half-ring of triangles resembling eyelashes. One eye has a small, brown dot in the corner. Even while apparently at rest, [NAME] tends to spin slowly in place.

When its core is exposed, [NAME] loses its rocky shell. The core is a bright, pastel color. Depending on the color of debris and food it absorbed and ate while in the stratosphere, [NAME]'s core can be Red, Orange, Yellow, Green, Blue, Indigo, or Violet. A handful of darker triangles are also visible on its body in random places. [NAME]'s eyes and mouth are formed from energy that floats in front of its body like a two-dimensional mask. The eyes are two large swirls and the mouth is a smaller line. Its face tends to stay level regardless of how [NAME] spins the rest of its body. The colors of [NAME]'s forms are determined by the composition of the dust it consumes.

[NAME] forms in the stratosphere from an aggregation of mutated nanoparticles, where it absorbs particulate matter from which it builds its core and shell. When touched in Meteor Form, [NAME] will react when touched or called to, it is unknown if these responses indicate its consciousness. Eventually, this process makes it too heavy and it falls towards the surface of the planet. When its shell breaks from landing, [NAME] becomes lighter and capable of attacking quickly. However, it cannot survive for long with its core exposed, and will eventually die if not placed inside a Poke Ball quickly enough. Despite this, many fallen [NAME] will attempt to return to space, sadly being unable to return to space. Despite their wish to return home, all they can do is fade away without their shells. The cute, pastel coloring of [NAME]'s core often inspires designers to use it as a motif for clothing and accessories. While in the ozone layer, it serves as food to stronger Pokemon such as Rayquaza. [NAME]'s diet consists of eating dust. Places where [NAME] falls are few, Alola being one of them.

[NAME] is the only known Pokemon that can have Shields Down as an Ability.",Rock,Flying,Rock,Flying,1.0,1,"[""Rock"",""Flying""]",897,11,908
Magneton,82,Magnet,"[NAME] is a robot-like Pokemon, the result of three Magnemite becoming linked together by a strong magnetic force, although a single Magnemite can evolve by itself when there are no other Magnemite in the vicinity. Each individual Magnemite has a gray spherical body with a single eye, and a gray and red-and-blue tipped horseshoe magnet on each side. The topmost Magnemite has three Phillips head screws on its body, while the others appear to have only two. The three Magnemite that [NAME] consists of can be linked in several ways. [NAME] is most commonly seen as one Magnemite on top, and two Magnemite linked by the screws on the bottom, forming a triangle. In some cases, commonly seen in 3D games such as Snap, the Magnemite will not be connected at all, remain in a triangular formation at rest, and are able to freely move within each other's vicinity to form other patterns. In this case, all three Magnemite have three screws. The magnetic forces that hold the three Magnemite together are powerful enough to dry up all moisture and raise the temperature by 3.6&nbsp;°F (2&nbsp;°C) within a radius of 3,300 feet (one kilometer). It can also be disruptive to electronic devices and induce earaches. It uses powerful radio waves to help it study the surrounding area.

[NAME]'s anti-gravitational powers enable it to fly through the air. Being composed of three Magnemite, it is about three times as powerful electrically, though not three times as intelligent. Even though [NAME] is a mechanical creature, it still needs to eat. As seen in the ''Pokemon the Series'' episode ''The Poke Spokesman'', food for [NAME] consists of electrical currents. It is usually found in rough terrain, often near power plants. 

When sunspots flare up, [NAME] tends to appear more often, presumably due to the changes in the sun's magnetic field. When rain clouds form, it also gathers in high areas prone to lightning strikes. As seen in the eleventh chapter of Pokemon Adventures, it possesses the ability to form its electricity into both platforms and barriers. As seen in the HZ episode ''The Future I Choose'', it can cause interference with phone and internet signals. In ''An Unexpected Picnic!'', a herd of [NAME] produced an EMP that could destroy computer software. Despite its modern, artificial appearance, carvings depicting [NAME] have been discovered at the Ruins of Alph. One was shown in the Pokemon Generations episode ''The Redemption'' in a flashback to the great war of Kalos, indicating it has existed for at least 3,000 years. Additionally, Sandy Shocks bears a strong resemblance to [NAME]. It is believed to be an ancient [NAME] that was alive 10,000 years ago. As mentioned in Pokemon Sleep, [NAME] is known to sleep with its three linked Magnemite either stuck together or drifting apart by a strong magnetic force. It is theoried that its magnetism is unstable while [NAME] sleeps.",Electric,Steel,Electric,Steel,1.0,1,"[""Electric"", ""Steel""]",911,76,987
Dialga,483,Temporal,"[NAME] is a dark-blue, sauropod-like Pokemon with some gray metallic portions and light blue stripes. It has a chest plate on its torso, which has a deep blue diamond-like crystal embedded in the center. [NAME] has a five-spiked fin-like structure on its back similar to a gear, three spines on the back of its neck, and a crest on its head, resembling a dinosaur. The crest somewhat resembles the shape of a sundial's rod. It also has two structures on the sides of its head that extend outward and resemble horns and fangs. It has three claws on each foot, of the same metallic look as its chest plate. 

According to the myths and legends of the Hisui/Sinnoh region, in the beginning of existence, the Mythical Pokemon Arceus created eggs in which the Pokemon of time–[NAME], the Pokemon of space–Palkia, and the Pokemon of antimatter–Giratina, hatched from, all three in their Origin Formes. After the Pokemon universe was created, [NAME] retreated into its own dimension, where it has lived since. It was revered and feared as a deity in the past, being worshipped by the Diamond Clan, who mistook it for Arceus and referred to it as ""almighty Sinnoh"". [NAME] is capable of speaking human language via telepathy, as seen when it communicates through the leader of the Diamond Clan, Adaman. [NAME] and Palkia may be also thrown into a frenzy by powerful space-time rifts created by Giratina. Both can also control and spread the space-time distortions from Giratina's rift, which create alpha Pokemon and cause noble Pokemon to become frenzied through lightning bolts that come out of these distortions. 

[NAME] has the power to control time: it can warp time by either speeding it up, slowing it down, reversing it, or stopping it altogether. It can also travel through time to visit the past, present, and future. Additionally, it is capable of blasting its targets with power that distorts time itself. It also has the power to destroy and create an entire universe, either by itself or with Palkia's aid. As shown in JN, [NAME]'s temporal powers possess the ability to devolve anything or anyone against their will, including Pokemon, people, and plant life. It can reverse these effects as well. It is said that time started moving when [NAME] was born and will continue flowing as long as its heart beats. [NAME] usually travels by levitating. Since [NAME] primarily resides in a different dimension, its behavior is nearly impossible to study. In the dimension where [NAME] lives in, time is said to be constantly moving in different directions and speeds. In the anime, it has been shown to be very protective of its home, and as a result, tends to have violent conflicts with Palkia when their dimensions intersect. The fin-like structure on its back is shaped radiating outwards and can be used to focus the flow of time, as seen in Pokemon Mystery Dungeon. 

[NAME] is the only known Pokemon capable of learning the move Roar of Time.",Steel,Dragon,Steel,Dragon,1.0,1,"[""Steel"", ""Dragon""]",926,12,938
Reshiram,643,Vast White,"[NAME] is a white, bipedal Pokemon with draconic, avian, and mammalian traits. A long, voluminous wispy mane streams out from the upper side of the snout and outwards from its head. The top of this mane is adorned with two protrusions resembling ears. [NAME]'s face is fringed with spiky features, and it has a small, pointed extension below the chin. Its eyes have blue irises and black pupils. There are two pairs of pointed teeth visible when its mouth is open, one in the upper jaw and one in the lower. [NAME] has a long and slender neck, with a fluffy, collar-like protrusion jutting out of two gray, glass-like neckbands. Its arms begin slender and arm-like but then flare into a more wing-like appearance, sporting four claws resembling hands on the leading edge. There are plates at the back of [NAME]'s ""hands"" that sport a similar color to its neck rings. [NAME] has a feathered or furry feature on its chest, with the lower portion protruding outwards to a point. Long feather-like protrusions jut out of its thighs. On its feet are large gray claws, three at the front and one positioned at the back, resembling high heels. [NAME]'s tail is a mass of plume and ribbon-like extensions, surrounded by two large bands, similar to the ones around its neck. When its emotions surge, it enters Overdrive mode, and its tail lights up with a fiery glow.
[NAME] has a jet engine-like tail, which it uses to accelerate itself when flying at high speeds. It can send flames from its tail into the air to incinerate everything around it. By flaring its tail, [NAME] can move the world's atmosphere and change the weather. This tail generator is also activated when influenced by either Zekrom's signature moves, which in turn powers up [NAME]'s. [NAME] loves [NAME] Treats made by Snacksworth, who once encountered it in the past.

In Unovan mythology, [NAME] was created from a single Dragon Pokemon owned by the twin heroes when it split into two: [NAME] and Zekrom. It sided with the older brother who sought the truth; as a result, it firmly believes in truth. [NAME] is said to be Zekrom's equal in battle, meaning neither of the two dragons can truly defeat the other. It is powerful enough to destroy the Unova region with its intense, enveloping flames. [NAME] will transform into the Light Stone should its body get destroyed or when attacked by Kyurem's tendril-like appendages. It can willingly transform back from said stone when awakened by a hero who believes in truth. According to one myth, [NAME] was said to burn down kingdoms of people who ignore truth due to being consumed by greed.

[NAME] is the only known Pokemon capable of learning the move Blue Flare by leveling up. Additionally, [NAME] and White Kyurem are the only known Pokemon capable of learning the move Fusion Flare by leveling up. [NAME] and White Kyurem are also the only known Pokemon that can have Turboblaze as an Ability.",Dragon,Fire,Dragon,Fire,1.0,1,"[""Dragon"",""Fire""]",929,11,940
